	DMSO.REP1	DMSO.REP2	DMSO.REP3	RA.REP1	RA.REP2	RA.REP3
ENSMUSG00000058385	2232	2101	2528	1820	617	936
ENSMUSG00000069268	810	716	885	764	165	384
ENSMUSG00000071478	875	760	935	667	84	359
ENSMUSG00000099583	2256	1935	2001	1888	541	1035
ENSMUSG00000061482	7551	6860	7703	6340	1337	3176
ENSMUSG00000047246	1457	1351	1485	1288	244	557
ENSMUSG00000051627	5715	5439	6013	7169	1499	4172
ENSMUSG00000069270	1370	1248	1451	1264	303	782
ENSMUSG00000018102	2061	1736	2142	1582	459	968
ENSMUSG00000036211	106	89	80	221	51	126
ENSMUSG00000060678	3524	3186	3863	2853	438	1348
ENSMUSG00000006611	21	16	17	23	2	8
ENSMUSG00000036181	12237	11604	12563	10316	2012	5942
ENSMUSG00000069310	2960	2429	2832	2184	490	1284
ENSMUSG00000075031	5951	5275	5855	4303	974	2119
ENSMUSG00000061615	2275	2051	2207	1815	292	973
ENSMUSG00000069267	3594	3338	3350	3123	807	1738
ENSMUSG00000069266	1775	1541	1718	1348	240	616
ENSMUSG00000060093	2497	2258	2998	1999	404	725
ENSMUSG00000069265	2631	2246	2870	2044	348	1201
ENSMUSG00000049539	20307	18442	19371	17787	3448	9691
ENSMUSG00000050799	324	263	298	300	44	131
ENSMUSG00000060081	98	107	104	144	32	73
ENSMUSG00000021338	495	441	374	494	143	596
ENSMUSG00000016756	33	39	45	41	10	34
ENSMUSG00000036006	21	30	17	42	9	40
ENSMUSG00000006715	1395	1181	1278	1178	301	703
ENSMUSG00000019132	1593	1512	1239	1164	443	1060
ENSMUSG00000006717	224	151	163	124	42	75
ENSMUSG00000035958	1065	912	969	804	210	515
ENSMUSG00000006711	10	7	2	17	6	11
ENSMUSG00000035936	416	371	333	336	113	283
ENSMUSG00000021340	189	193	147	215	56	151
ENSMUSG00000021339	487	475	443	484	135	392
ENSMUSG00000035910	300	328	259	187	71	227
ENSMUSG00000076431	100	89	108	492	131	288
ENSMUSG00000006191	1151	1197	885	1162	314	1025
ENSMUSG00000016477	1048	1023	771	1005	263	824
ENSMUSG00000038462	1521	1262	1317	1174	283	653
ENSMUSG00000069255	15	16	5	12	7	11
ENSMUSG00000021357	894	824	765	1001	282	690
ENSMUSG00000076430	40	37	31	69	11	52
ENSMUSG00000038372	73	71	63	80	22	66
ENSMUSG00000021400	616	449	520	425	104	265
ENSMUSG00000044734	110	104	95	14	6	12
ENSMUSG00000045827	41	33	28	17	4	10
ENSMUSG00000021403	219	176	189	139	40	85
ENSMUSG00000051029	50	48	53	29	6	13
ENSMUSG00000052180	470	451	384	116	30	61
ENSMUSG00000060147	1196	934	988	965	257	560
ENSMUSG00000046949	422	358	321	499	140	329
ENSMUSG00000021408	488	461	448	452	118	324
ENSMUSG00000038286	148	118	132	196	39	130
ENSMUSG00000058672	721	551	619	623	106	326
ENSMUSG00000045136	3024	2695	2436	1825	340	1149
ENSMUSG00000071451	408	368	369	376	98	215
ENSMUSG00000038267	188	156	143	203	56	208
ENSMUSG00000021413	3036	2626	2309	3034	858	1814
ENSMUSG00000021414	10	19	8	10	6	19
ENSMUSG00000021416	18	13	20	13	3	12
ENSMUSG00000021417	421	342	383	280	58	169
ENSMUSG00000059288	1081	967	862	933	293	796
ENSMUSG00000021418	589	519	509	564	142	327
ENSMUSG00000046573	117	108	93	148	35	66
ENSMUSG00000021420	456	413	333	446	80	356
ENSMUSG00000039087	1746	1803	1283	1632	538	2143
ENSMUSG00000021427	4337	3998	3676	3545	1002	2560
ENSMUSG00000021428	995	902	828	929	231	551
ENSMUSG00000054889	915	787	640	415	143	323
ENSMUSG00000021431	1021	925	845	942	245	554
ENSMUSG00000039004	15	8	11	30	8	28
ENSMUSG00000038991	2559	2007	2026	2404	561	1432
ENSMUSG00000038982	150	165	139	129	38	77
ENSMUSG00000001707	1082	956	825	882	221	478
ENSMUSG00000021432	146	128	147	112	32	96
ENSMUSG00000021359	128	124	81	60	18	64
ENSMUSG00000021360	2930	2680	2430	1931	454	1452
ENSMUSG00000038683	2607	2333	2332	2508	542	1398
ENSMUSG00000021361	802	682	722	616	129	296
ENSMUSG00000021363	41	36	29	49	7	38
ENSMUSG00000038651	153	156	138	66	18	51
ENSMUSG00000021364	183	188	163	123	59	110
ENSMUSG00000091264	191	169	148	206	56	144
ENSMUSG00000021365	15	14	21	12	3	11
ENSMUSG00000087370	405	407	293	332	112	299
ENSMUSG00000021366	566	541	413	987	283	924
ENSMUSG00000021367	94	72	74	108	20	64
ENSMUSG00000054728	15	19	13	5	1	6
ENSMUSG00000021368	125	104	106	109	17	67
ENSMUSG00000051335	103	102	103	244	73	226
ENSMUSG00000054021	40	33	29	69	11	40
ENSMUSG00000063200	1139	1021	959	760	239	477
ENSMUSG00000038546	671	601	549	663	200	614
ENSMUSG00000021371	209	215	171	145	36	99
ENSMUSG00000038518	8962	8591	6985	15385	3825	13565
ENSMUSG00000057531	226	236	218	275	77	382
ENSMUSG00000047061	1588	1228	1364	1438	389	1012
ENSMUSG00000038175	222	191	169	63	22	58
ENSMUSG00000000253	45	31	36	46	7	20
ENSMUSG00000046876	91	93	98	78	22	99
ENSMUSG00000021373	39	33	32	38	11	25
ENSMUSG00000069237	1170	1108	1028	1146	323	767
ENSMUSG00000021374	6190	5636	5168	6483	1752	4218
ENSMUSG00000021375	2036	1733	1557	1852	410	1478
ENSMUSG00000044231	84	60	65	95	20	42
ENSMUSG00000021376	126	122	146	111	18	47
ENSMUSG00000038080	749	694	629	758	214	535
ENSMUSG00000021377	4486	4097	4087	3696	1193	2214
ENSMUSG00000038068	54	58	41	33	6	30
ENSMUSG00000021379	160	127	126	40	6	24
ENSMUSG00000050954	169	190	119	223	54	221
ENSMUSG00000038042	52	50	51	88	29	86
ENSMUSG00000038025	198	175	134	202	43	183
ENSMUSG00000038014	3693	3464	3087	4239	1019	2931
ENSMUSG00000037989	27	33	20	50	16	88
ENSMUSG00000037966	145	100	107	88	17	66
ENSMUSG00000037960	71	62	46	40	12	22
ENSMUSG00000037933	674	626	515	578	138	458
ENSMUSG00000021385	592	558	448	611	154	423
ENSMUSG00000021391	481	430	395	427	121	318
ENSMUSG00000043631	131	170	68	221	79	293
ENSMUSG00000021388	86	125	56	141	56	206
ENSMUSG00000048368	62	80	47	80	26	145
ENSMUSG00000021390	208	220	132	306	120	344
ENSMUSG00000021392	2114	1968	1792	2080	511	1157
ENSMUSG00000037851	6990	6603	5459	5358	1355	4697
ENSMUSG00000094886	20	16	14	12	6	7
ENSMUSG00000037816	183	167	138	198	37	164
ENSMUSG00000021395	1813	1738	1557	1814	433	1329
ENSMUSG00000091383	412	271	378	219	62	183
ENSMUSG00000067586	18	23	15	10	2	15
ENSMUSG00000062248	164	125	138	112	24	70
ENSMUSG00000035139	907	893	746	913	200	671
ENSMUSG00000051107	29	31	25	56	6	55
ENSMUSG00000021451	475	424	324	645	199	711
ENSMUSG00000047842	43	38	27	32	4	19
ENSMUSG00000021457	1061	992	847	881	205	820
ENSMUSG00000021460	484	458	361	326	78	312
ENSMUSG00000056749	101	89	77	95	20	63
ENSMUSG00000021464	767	657	618	626	148	615
ENSMUSG00000021468	1407	1302	1161	1505	301	986
ENSMUSG00000021469	69	53	53	72	18	72
ENSMUSG00000021474	1392	1244	1197	1316	264	789
ENSMUSG00000034987	34	29	21	9	3	3
ENSMUSG00000025872	1887	1750	1613	1581	301	921
ENSMUSG00000043183	459	386	331	556	166	416
ENSMUSG00000025871	1080	939	912	776	192	523
ENSMUSG00000025870	182	156	136	160	35	103
ENSMUSG00000025869	692	581	561	537	93	310
ENSMUSG00000025868	524	486	439	462	83	255
ENSMUSG00000047547	788	644	682	466	111	298
ENSMUSG00000025873	1764	1649	1468	1706	357	1229
ENSMUSG00000034928	1315	1220	979	1129	350	1265
ENSMUSG00000034918	16	7	10	18	3	15
ENSMUSG00000069227	15	13	14	27	5	27
ENSMUSG00000025875	184	147	153	141	16	87
ENSMUSG00000025878	709	696	515	698	193	546
ENSMUSG00000021481	488	442	412	379	80	324
ENSMUSG00000005320	20	19	11	90	15	72
ENSMUSG00000021488	19308	18879	15713	19823	5207	16528
ENSMUSG00000034789	1061	949	809	1062	264	866
ENSMUSG00000021486	1825	1500	1533	1285	305	808
ENSMUSG00000021485	219	186	180	175	52	177
ENSMUSG00000021484	3137	2653	2696	2844	583	1871
ENSMUSG00000074886	1689	1438	1326	1612	313	1104
ENSMUSG00000034675	46	45	32	68	12	50
ENSMUSG00000021493	260	233	206	326	67	209
ENSMUSG00000021494	1809	1604	1509	1339	301	832
ENSMUSG00000021495	889	842	720	896	191	725
ENSMUSG00000058569	1471	1247	1071	1268	280	848
ENSMUSG00000021504	234	193	206	178	33	143
ENSMUSG00000021501	352	319	293	286	77	179
ENSMUSG00000021500	4148	3640	3277	3771	1013	2526
ENSMUSG00000045767	1444	1273	1255	1083	288	683
ENSMUSG00000021497	593	521	569	484	92	271
ENSMUSG00000021496	89	67	76	28	7	21
ENSMUSG00000021506	12	17	19	6	0	4
ENSMUSG00000015937	2963	2608	2446	1651	444	1224
ENSMUSG00000049625	85	71	63	48	11	41
ENSMUSG00000021508	78	63	81	40	13	42
ENSMUSG00000021509	25	25	24	7	3	7
ENSMUSG00000035493	38	31	18	38	12	27
ENSMUSG00000021540	784	774	707	884	193	676
ENSMUSG00000007836	2615	2235	2328	1820	641	1353
ENSMUSG00000050002	99	81	88	60	13	62
ENSMUSG00000005312	2578	2255	2354	2108	534	1494
ENSMUSG00000021552	297	269	273	277	84	201
ENSMUSG00000021550	619	547	570	496	126	280
ENSMUSG00000021546	8180	7420	6540	6830	1763	4175
ENSMUSG00000035367	326	279	228	235	61	169
ENSMUSG00000021553	121	92	78	78	14	76
ENSMUSG00000055254	83	73	52	138	32	126
ENSMUSG00000021557	643	615	535	841	197	610
ENSMUSG00000021555	2540	2360	2059	1589	462	1304
ENSMUSG00000021556	5219	4675	4452	5275	1184	3046
ENSMUSG00000050876	87	86	69	138	33	121
ENSMUSG00000091311	69	81	66	121	36	117
ENSMUSG00000043986	78	70	48	98	23	76
ENSMUSG00000051054	63	73	56	75	14	95
ENSMUSG00000044792	264	234	219	264	72	169
ENSMUSG00000035248	1183	1051	903	1087	250	808
ENSMUSG00000052957	57	40	50	77	23	67
ENSMUSG00000021559	1221	1127	1066	1448	346	1184
ENSMUSG00000050345	30	18	27	34	8	23
ENSMUSG00000074867	1504	1504	1266	1971	656	1392
ENSMUSG00000094942	779	786	742	705	252	439
ENSMUSG00000055228	268	249	236	283	67	199
ENSMUSG00000074865	604	640	593	734	196	504
ENSMUSG00000072066	196	195	172	221	66	151
ENSMUSG00000091183	253	238	232	319	103	205
ENSMUSG00000021456	687	607	584	737	155	434
ENSMUSG00000069805	40	23	26	122	19	67
ENSMUSG00000021458	725	770	556	561	133	476
ENSMUSG00000021461	778	753	585	581	157	496
ENSMUSG00000021466	1604	1408	1098	1288	394	1258
ENSMUSG00000021470	1375	1334	1111	1406	432	1076
ENSMUSG00000033114	48	63	49	52	12	42
ENSMUSG00000044934	1036	995	916	944	267	698
ENSMUSG00000021476	169	145	132	119	23	82
ENSMUSG00000033102	701	675	595	738	170	570
ENSMUSG00000021482	171	141	141	121	33	76
ENSMUSG00000021477	6790	6465	5707	5573	1165	3311
ENSMUSG00000021483	113	88	89	74	15	52
ENSMUSG00000033063	19	24	16	19	4	13
ENSMUSG00000038212	1321	1148	1149	1354	376	832
ENSMUSG00000032999	1462	1284	1215	1557	422	967
ENSMUSG00000021514	928	902	772	1030	233	774
ENSMUSG00000095909	607	572	546	721	224	525
ENSMUSG00000091347	54	49	34	44	15	34
ENSMUSG00000074832	929	909	783	1143	357	814
ENSMUSG00000074830	106	95	95	110	32	80
ENSMUSG00000095206	74	95	76	120	41	74
ENSMUSG00000071295	169	161	191	203	97	178
ENSMUSG00000021520	902	828	817	670	148	309
ENSMUSG00000074826	50	33	35	36	14	22
ENSMUSG00000021519	787	764	703	644	157	401
ENSMUSG00000021518	1843	1661	1577	1572	329	1019
ENSMUSG00000090641	125	99	106	115	33	53
ENSMUSG00000100235	54	33	39	43	7	24
ENSMUSG00000074824	22	24	23	26	8	36
ENSMUSG00000057396	305	240	250	295	90	161
ENSMUSG00000058900	85	83	70	81	25	38
ENSMUSG00000051037	34	34	30	29	15	19
ENSMUSG00000055480	109	84	82	101	30	83
ENSMUSG00000055341	65	57	67	77	26	60
ENSMUSG00000057842	331	301	286	353	133	297
ENSMUSG00000098905	611	598	561	887	223	520
ENSMUSG00000078995	119	114	106	131	43	68
ENSMUSG00000078994	67	50	54	59	21	33
ENSMUSG00000055560	1216	1044	1020	928	234	548
ENSMUSG00000069206	327	291	257	387	91	221
ENSMUSG00000059839	279	226	221	292	69	167
ENSMUSG00000071291	100	86	92	102	24	59
ENSMUSG00000097333	272	284	236	246	81	157
ENSMUSG00000095432	718	577	539	580	159	364
ENSMUSG00000058093	1078	1067	1016	1031	275	585
ENSMUSG00000021510	870	823	726	858	251	535
ENSMUSG00000048280	579	544	488	620	171	385
ENSMUSG00000071281	587	505	522	587	115	358
ENSMUSG00000058331	146	116	132	121	40	84
ENSMUSG00000090659	421	380	381	492	123	264
ENSMUSG00000030446	188	204	162	192	64	125
ENSMUSG00000058246	19	23	16	17	1	14
ENSMUSG00000064063	92	68	87	78	14	31
ENSMUSG00000034617	1100	966	915	817	203	577
ENSMUSG00000021532	684	593	579	499	101	279
ENSMUSG00000021536	55	48	50	25	10	13
ENSMUSG00000034575	637	649	521	535	162	450
ENSMUSG00000021595	6300	5349	5180	5135	1178	3492
ENSMUSG00000021594	141	140	142	147	29	99
ENSMUSG00000052981	29	12	24	17	3	21
ENSMUSG00000021598	372	336	339	335	59	146
ENSMUSG00000034525	3228	3066	2468	2742	708	2283
ENSMUSG00000001504	116	82	87	56	22	45
ENSMUSG00000066407	82	69	74	70	10	30
ENSMUSG00000021606	573	554	558	494	86	239
ENSMUSG00000021607	749	600	704	574	132	352
ENSMUSG00000021608	2344	2123	2085	1825	412	1158
ENSMUSG00000021610	933	741	792	850	185	589
ENSMUSG00000021611	406	381	309	407	85	413
ENSMUSG00000017756	4032	4038	3023	4522	1110	4086
ENSMUSG00000021567	84	138	76	106	39	138
ENSMUSG00000021569	1316	1158	1082	1071	306	718
ENSMUSG00000057649	802	702	630	689	157	448
ENSMUSG00000021573	50	65	46	78	19	67
ENSMUSG00000021572	419	370	342	365	106	288
ENSMUSG00000034152	996	945	840	995	227	614
ENSMUSG00000021576	1044	890	906	783	192	433
ENSMUSG00000021577	4819	4435	3900	3971	862	2458
ENSMUSG00000021578	810	726	696	612	174	444
ENSMUSG00000069184	135	123	131	135	33	104
ENSMUSG00000062382	995	833	894	533	94	307
ENSMUSG00000069208	145	164	164	148	21	101
ENSMUSG00000021583	74	82	79	119	31	77
ENSMUSG00000021585	806	658	645	545	154	434
ENSMUSG00000021587	367	320	302	205	47	124
ENSMUSG00000001542	2055	1920	1612	1904	478	1121
ENSMUSG00000021591	480	430	410	216	58	119
ENSMUSG00000021589	616	598	570	548	171	381
ENSMUSG00000043190	155	131	90	109	39	79
ENSMUSG00000021592	155	137	118	155	47	97
ENSMUSG00000033991	2058	1870	1615	2054	500	1461
ENSMUSG00000021597	932	877	718	900	245	614
ENSMUSG00000071252	115	115	110	125	42	136
ENSMUSG00000064138	281	289	222	264	82	227
ENSMUSG00000093668	13	23	14	36	5	35
ENSMUSG00000069171	27	16	18	28	12	22
ENSMUSG00000074794	1650	1407	1278	1862	426	975
ENSMUSG00000069170	359	406	304	548	129	423
ENSMUSG00000035840	518	486	433	471	133	310
ENSMUSG00000035834	1755	1486	1449	1339	385	782
ENSMUSG00000051098	48	44	34	44	20	27
ENSMUSG00000021537	859	710	676	629	192	325
ENSMUSG00000035762	792	768	638	864	238	601
ENSMUSG00000096449	62	54	50	75	48	103
ENSMUSG00000021548	601	580	501	691	181	403
ENSMUSG00000021549	1464	1444	1310	1561	549	1194
ENSMUSG00000017778	339	309	329	405	116	247
ENSMUSG00000034488	93	86	76	38	13	46
ENSMUSG00000021614	2826	2619	2276	1380	379	1029
ENSMUSG00000021615	241	225	218	268	60	195
ENSMUSG00000012422	1513	1388	1251	1783	499	1199
ENSMUSG00000049517	255	250	230	281	67	168
ENSMUSG00000021619	91	63	68	72	20	56
ENSMUSG00000003992	78	69	60	203	56	167
ENSMUSG00000021621	368	347	271	287	61	184
ENSMUSG00000021708	24	32	19	22	4	17
ENSMUSG00000014850	1591	1468	1227	1558	439	1186
ENSMUSG00000100622	38	40	34	41	12	55
ENSMUSG00000021707	1352	1208	1181	999	301	667
ENSMUSG00000021706	233	196	187	236	51	192
ENSMUSG00000021703	315	276	254	153	43	116
ENSMUSG00000021704	490	423	365	391	96	251
ENSMUSG00000047419	41	34	39	66	19	32
ENSMUSG00000042167	464	415	382	435	138	343
ENSMUSG00000007617	857	775	701	861	253	603
ENSMUSG00000021690	745	799	679	859	252	761
ENSMUSG00000042118	71	52	41	16	3	5
ENSMUSG00000042102	185	146	143	35	11	35
ENSMUSG00000042082	28	30	27	15	7	13
ENSMUSG00000045312	374	363	362	147	40	106
ENSMUSG00000021687	401	362	312	484	119	379
ENSMUSG00000042857	42	44	32	24	3	27
ENSMUSG00000021686	4131	3811	3308	2776	696	2070
ENSMUSG00000042043	519	442	437	433	107	205
ENSMUSG00000042015	326	317	274	288	63	231
ENSMUSG00000021684	33	37	37	30	14	39
ENSMUSG00000041995	118	109	101	69	24	70
ENSMUSG00000021681	1725	1561	1506	1541	392	1048
ENSMUSG00000021678	884	864	708	1091	215	697
ENSMUSG00000048376	1160	968	997	1501	332	847
ENSMUSG00000021676	550	540	456	531	146	439
ENSMUSG00000021671	530	520	461	564	119	336
ENSMUSG00000047117	45	49	38	49	16	52
ENSMUSG00000021668	503	472	432	550	136	404
ENSMUSG00000021669	1319	1302	1154	1390	379	1044
ENSMUSG00000021670	3829	3026	2878	4014	980	2575
ENSMUSG00000091387	142	128	137	34	9	21
ENSMUSG00000041817	2426	2201	1882	5200	1498	3868
ENSMUSG00000057762	359	232	268	218	30	137
ENSMUSG00000060739	439	442	393	444	125	236
ENSMUSG00000021666	1650	1539	1352	1800	466	1455
ENSMUSG00000021665	1973	1631	1638	1756	464	1031
ENSMUSG00000041773	1615	1464	1311	3060	586	2095
ENSMUSG00000069117	69	56	66	46	3	29
ENSMUSG00000021662	18	11	9	65	15	74
ENSMUSG00000041747	1722	1485	1466	1486	347	806
ENSMUSG00000021661	258	189	212	179	55	107
ENSMUSG00000021660	2013	1747	1712	1725	390	776
ENSMUSG00000092116	141	164	184	134	16	68
ENSMUSG00000041685	832	836	584	734	310	840
ENSMUSG00000009470	11409	10163	9335	8166	2342	5535
ENSMUSG00000045022	9	12	7	16	2	34
ENSMUSG00000021650	596	512	566	492	136	301
ENSMUSG00000041632	917	759	780	798	174	551
ENSMUSG00000052727	2107	2011	1620	1188	324	805
ENSMUSG00000021646	295	314	278	291	61	200
ENSMUSG00000049658	3008	2747	2340	3039	815	2189
ENSMUSG00000021645	698	615	637	583	152	373
ENSMUSG00000021639	756	640	637	682	163	439
ENSMUSG00000021638	396	355	333	559	150	402
ENSMUSG00000021636	108	115	83	122	20	80
ENSMUSG00000021635	991	929	882	987	266	578
ENSMUSG00000078941	562	512	469	448	94	257
ENSMUSG00000052293	25	26	18	30	13	11
ENSMUSG00000048924	106	91	104	91	17	89
ENSMUSG00000069089	1893	1631	1547	1693	385	1041
ENSMUSG00000045273	850	792	691	725	182	462
ENSMUSG00000041431	2203	1935	1914	1935	497	1106
ENSMUSG00000021629	1579	1318	1282	1737	448	1038
ENSMUSG00000041417	789	732	667	569	134	432
ENSMUSG00000021624	69	79	60	8	6	15
ENSMUSG00000034751	347	390	285	304	114	418
ENSMUSG00000032621	1591	1498	1241	1353	358	1104
ENSMUSG00000021709	1470	1400	1200	1152	372	770
ENSMUSG00000021710	901	817	765	702	192	462
ENSMUSG00000042743	199	171	170	167	47	140
ENSMUSG00000021711	1509	1396	1356	1434	397	950
ENSMUSG00000021712	1098	971	899	948	288	545
ENSMUSG00000021713	658	649	575	572	171	355
ENSMUSG00000021714	208	182	187	178	55	132
ENSMUSG00000021715	953	793	713	680	178	497
ENSMUSG00000021716	415	387	340	297	89	160
ENSMUSG00000042590	4551	3994	3798	4293	1119	3105
ENSMUSG00000021692	315	282	245	307	73	166
ENSMUSG00000021693	1095	1112	887	1188	448	1076
ENSMUSG00000049233	101	85	81	89	26	57
ENSMUSG00000032846	366	345	271	371	105	335
ENSMUSG00000071180	854	747	664	682	168	356
ENSMUSG00000068184	268	234	227	282	59	141
ENSMUSG00000021694	625	562	493	670	130	488
ENSMUSG00000021696	534	591	477	182	45	164
ENSMUSG00000021697	438	376	339	386	89	330
ENSMUSG00000021699	781	771	576	861	202	903
ENSMUSG00000021701	616	497	551	547	140	339
ENSMUSG00000032745	5465	4990	4500	4723	1470	3023
ENSMUSG00000032727	2302	2028	1879	1814	546	1055
ENSMUSG00000021754	1638	1440	1278	1005	257	737
ENSMUSG00000021756	3772	3619	3138	2465	562	1766
ENSMUSG00000021758	52	33	35	82	23	73
ENSMUSG00000047789	256	255	226	294	82	236
ENSMUSG00000021759	843	768	672	678	167	483
ENSMUSG00000016018	3689	3330	3040	3257	865	2135
ENSMUSG00000042426	1669	1483	1402	1353	336	923
ENSMUSG00000021760	68	59	46	53	9	33
ENSMUSG00000021763	2407	2418	1931	2284	573	2272
ENSMUSG00000042364	3686	3213	3146	2377	590	1475
ENSMUSG00000042348	985	949	793	718	197	552
ENSMUSG00000021764	1570	1428	1409	1447	375	853
ENSMUSG00000021765	256	291	277	124	34	109
ENSMUSG00000015536	363	311	305	362	78	135
ENSMUSG00000042284	18	22	17	124	33	82
ENSMUSG00000042275	207	150	191	183	39	123
ENSMUSG00000042258	57	42	40	33	15	15
ENSMUSG00000021728	917	744	807	1301	368	721
ENSMUSG00000021730	3	6	8	17	10	19
ENSMUSG00000021731	1086	863	909	831	235	414
ENSMUSG00000021732	216	184	129	14	5	18
ENSMUSG00000025453	732	662	636	825	177	622
ENSMUSG00000025451	1249	1168	1121	1267	372	788
ENSMUSG00000062822	723	646	576	739	202	534
ENSMUSG00000094114	25	24	19	24	11	24
ENSMUSG00000093930	3746	2833	2896	3137	759	1735
ENSMUSG00000095930	77	80	70	95	31	77
ENSMUSG00000094870	1414	1254	1090	1319	402	850
ENSMUSG00000096284	14	7	10	18	5	12
ENSMUSG00000096175	43	29	32	59	7	27
ENSMUSG00000094796	22	9	13	26	7	8
ENSMUSG00000095821	12	11	9	16	4	12
ENSMUSG00000025278	18039	16360	13585	15078	3373	11432
ENSMUSG00000025277	200	211	169	258	76	158
ENSMUSG00000023156	717	642	585	711	158	397
ENSMUSG00000033885	311	253	251	360	96	251
ENSMUSG00000021748	1487	1250	1226	1228	325	700
ENSMUSG00000021752	654	571	540	436	117	296
ENSMUSG00000021747	450	390	375	321	90	281
ENSMUSG00000072714	17	13	20	8	3	7
ENSMUSG00000097148	49	37	37	19	4	17
ENSMUSG00000021745	3058	3071	2402	3538	1039	3226
ENSMUSG00000033111	165	127	119	126	37	107
ENSMUSG00000054423	61	80	49	29	3	20
ENSMUSG00000084902	182	207	149	142	50	178
ENSMUSG00000053453	697	608	618	514	148	292
ENSMUSG00000021738	379	391	290	329	90	281
ENSMUSG00000021737	2592	2204	2355	2268	565	1218
ENSMUSG00000068758	43	41	39	67	6	44
ENSMUSG00000021733	2147	1899	1728	2515	818	1885
ENSMUSG00000042567	20	20	11	19	1	18
ENSMUSG00000021786	99	104	79	87	21	72
ENSMUSG00000021785	159	187	150	143	37	115
ENSMUSG00000017485	2009	1711	1696	1994	616	1351
ENSMUSG00000017491	44	55	30	286	82	272
ENSMUSG00000021775	398	355	313	379	147	314
ENSMUSG00000012405	2279	2093	2167	2025	550	1130
ENSMUSG00000021772	230	179	176	220	46	182
ENSMUSG00000021774	95	89	80	107	39	108
ENSMUSG00000058317	78	85	69	38	12	40
ENSMUSG00000095280	84	128	34	264	197	566
ENSMUSG00000021806	11540	10483	9037	12954	2834	9634
ENSMUSG00000021807	1821	1590	1665	1272	388	726
ENSMUSG00000043004	677	609	536	446	107	359
ENSMUSG00000045107	147	141	145	111	34	94
ENSMUSG00000023243	1059	894	817	1148	234	792
ENSMUSG00000021809	93	77	66	66	19	75
ENSMUSG00000021810	1575	1347	1368	1246	261	789
ENSMUSG00000039599	374	342	274	322	64	232
ENSMUSG00000021811	1005	887	887	832	202	412
ENSMUSG00000049960	590	562	521	452	94	251
ENSMUSG00000039543	14	11	20	17	4	15
ENSMUSG00000021814	2323	1852	1952	1240	333	718
ENSMUSG00000021815	68	51	40	94	15	94
ENSMUSG00000021816	1463	1426	1155	1447	467	1054
ENSMUSG00000034235	1207	1141	987	1179	309	1055
ENSMUSG00000039376	52	36	34	62	19	58
ENSMUSG00000039367	1474	1368	1184	1474	304	1106
ENSMUSG00000039357	376	311	277	364	86	332
ENSMUSG00000063787	801	701	692	748	214	385
ENSMUSG00000021819	414	400	378	481	129	452
ENSMUSG00000039308	132	119	88	168	36	140
ENSMUSG00000021820	476	441	369	474	119	384
ENSMUSG00000021823	2229	1893	1717	1820	427	1442
ENSMUSG00000021824	997	953	889	892	257	571
ENSMUSG00000039197	650	558	570	660	128	369
ENSMUSG00000021767	12006	12399	9192	11126	3095	12093
ENSMUSG00000021770	935	781	716	872	241	776
ENSMUSG00000021771	3761	3292	3346	3050	642	1581
ENSMUSG00000021773	312	354	267	286	50	240
ENSMUSG00000021782	1950	1741	1447	1027	292	1093
ENSMUSG00000025280	1913	1689	1535	2060	429	1353
